model,opponent,contract,net_eppd_delta,deals_total,win_rate
modeloespecifico,modeloespecifico,suit,-1.2653,49,0.3469
modeloespecifico,modeloespecifico,low,6.0,1,1.0
modeloespecifico,modeloespecifico,pooled,-1.12,50,0.36
modeloespecifico,selected_two_stage_av,suit,0.0455,44,0.4091
modeloespecifico,selected_two_stage_av,high,-4.6667,3,0.0
modeloespecifico,selected_two_stage_av,low,-2.6667,3,0.0
modeloespecifico,selected_two_stage_av,pooled,-0.4,50,0.36
selected_two_stage_av,modeloespecifico,suit,-0.9783,46,0.413
selected_two_stage_av,modeloespecifico,high,4.0,3,0.6667
selected_two_stage_av,modeloespecifico,low,-12.0,1,0.0
selected_two_stage_av,modeloespecifico,pooled,-0.9,50,0.42
modeloespecifico,gbt_av,suit,1.1739,23,0.5217
modeloespecifico,gbt_av,high,5.0,14,0.5714
modeloespecifico,gbt_av,low,5.7692,13,0.6154
modeloespecifico,gbt_av,pooled,3.44,50,0.56
gbt_av,modeloespecifico,suit,-5.25,24,0.2917
gbt_av,modeloespecifico,high,-9.0833,12,0.1667
gbt_av,modeloespecifico,low,-5.5,14,0.4286
gbt_av,modeloespecifico,pooled,-6.24,50,0.3
modeloespecifico,constrained_ols_av,suit,0.1429,42,0.619
modeloespecifico,constrained_ols_av,high,-4.0,6,0.1667
modeloespecifico,constrained_ols_av,low,-3.0,2,0.0
modeloespecifico,constrained_ols_av,pooled,-0.48,50,0.54
constrained_ols_av,modeloespecifico,suit,-1.5957,47,0.2128
constrained_ols_av,modeloespecifico,high,-11.0,1,0.0
constrained_ols_av,modeloespecifico,low,1.0,2,0.5
constrained_ols_av,modeloespecifico,pooled,-1.68,50,0.22
modeloespecifico,selected_ols_av,suit,0.3056,36,0.5556
modeloespecifico,selected_ols_av,high,-2.875,8,0.125
modeloespecifico,selected_ols_av,low,-0.6667,6,0.1667
modeloespecifico,selected_ols_av,pooled,-0.32,50,0.44
selected_ols_av,modeloespecifico,suit,-1.75,36,0.2778
selected_ols_av,modeloespecifico,high,-1.375,8,0.375
selected_ols_av,modeloespecifico,low,-1.0,6,0.5
selected_ols_av,modeloespecifico,pooled,-1.6,50,0.32
modeloespecifico,full_ols_av,suit,0.6667,30,0.6333
modeloespecifico,full_ols_av,high,0.5,8,0.375
modeloespecifico,full_ols_av,low,2.0,12,0.3333
modeloespecifico,full_ols_av,pooled,0.96,50,0.52
full_ols_av,modeloespecifico,suit,-2.5862,29,0.2069
full_ols_av,modeloespecifico,high,-1.3571,14,0.4286
full_ols_av,modeloespecifico,low,-3.4286,7,0.2857
full_ols_av,modeloespecifico,pooled,-2.36,50,0.28
modeloespecifico,stricthellraiser,suit,3.4,50,0.5
modeloespecifico,stricthellraiser,pooled,3.4,50,0.5
stricthellraiser,modeloespecifico,suit,-6.5,50,0.26
stricthellraiser,modeloespecifico,pooled,-6.5,50,0.26
modeloespecifico,rankthetank,suit,10.46,50,0.9
modeloespecifico,rankthetank,pooled,10.46,50,0.9
rankthetank,modeloespecifico,suit,-11.34,50,0.06
rankthetank,modeloespecifico,pooled,-11.34,50,0.06
modeloespecifico,anchor_hybrid_r0_full,suit,-1.0227,44,0.3864
modeloespecifico,anchor_hybrid_r0_full,high,-6.0,3,0.0
modeloespecifico,anchor_hybrid_r0_full,low,1.3333,3,0.3333
modeloespecifico,anchor_hybrid_r0_full,pooled,-1.18,50,0.36
anchor_hybrid_r0_full,modeloespecifico,suit,-1.3409,44,0.3636
anchor_hybrid_r0_full,modeloespecifico,high,6.0,1,1.0
anchor_hybrid_r0_full,modeloespecifico,low,2.0,5,0.8
anchor_hybrid_r0_full,modeloespecifico,pooled,-0.86,50,0.42
selected_two_stage_av,selected_two_stage_av,suit,-0.4872,39,0.4103
selected_two_stage_av,selected_two_stage_av,high,-0.4,5,0.6
selected_two_stage_av,selected_two_stage_av,low,-1.3333,6,0.3333
selected_two_stage_av,selected_two_stage_av,pooled,-0.58,50,0.42
selected_two_stage_av,gbt_av,suit,-1.4,20,0.4
selected_two_stage_av,gbt_av,high,3.125,16,0.5625
selected_two_stage_av,gbt_av,low,4.2143,14,0.5714
selected_two_stage_av,gbt_av,pooled,1.62,50,0.5
gbt_av,selected_two_stage_av,suit,-3.2,20,0.35
gbt_av,selected_two_stage_av,high,-7.8333,12,0.3333
gbt_av,selected_two_stage_av,low,-3.2778,18,0.5
gbt_av,selected_two_stage_av,pooled,-4.34,50,0.4
selected_two_stage_av,constrained_ols_av,suit,-0.814,43,0.4884
selected_two_stage_av,constrained_ols_av,high,0.6,5,0.6
selected_two_stage_av,constrained_ols_av,low,4.0,2,1.0
selected_two_stage_av,constrained_ols_av,pooled,-0.48,50,0.52
constrained_ols_av,selected_two_stage_av,suit,-1.2195,41,0.2683
constrained_ols_av,selected_two_stage_av,high,-1.6667,6,0.3333
constrained_ols_av,selected_two_stage_av,low,-2.6667,3,0.0
constrained_ols_av,selected_two_stage_av,pooled,-1.36,50,0.26
selected_two_stage_av,selected_ols_av,suit,-1.1212,33,0.4848
selected_two_stage_av,selected_ols_av,high,-1.7778,9,0.4444
selected_two_stage_av,selected_ols_av,low,1.375,8,0.375
selected_two_stage_av,selected_ols_av,pooled,-0.84,50,0.46
selected_ols_av,selected_two_stage_av,suit,-0.871,31,0.3226
selected_ols_av,selected_two_stage_av,high,-0.3333,9,0.5556
selected_ols_av,selected_two_stage_av,low,0.2,10,0.4
selected_ols_av,selected_two_stage_av,pooled,-0.56,50,0.38
selected_two_stage_av,full_ols_av,suit,-1.2222,27,0.4444
selected_two_stage_av,full_ols_av,high,-0.5556,9,0.4444
selected_two_stage_av,full_ols_av,low,2.2857,14,0.4286
selected_two_stage_av,full_ols_av,pooled,-0.12,50,0.44
full_ols_av,selected_two_stage_av,suit,-1.8,30,0.2333
full_ols_av,selected_two_stage_av,high,-3.0667,15,0.4667
full_ols_av,selected_two_stage_av,low,-0.8,5,0.6
full_ols_av,selected_two_stage_av,pooled,-2.08,50,0.34
selected_two_stage_av,stricthellraiser,suit,1.0625,48,0.4583
selected_two_stage_av,stricthellraiser,high,7.0,2,1.0
selected_two_stage_av,stricthellraiser,pooled,1.3,50,0.48
stricthellraiser,selected_two_stage_av,suit,-4.3878,49,0.3265
stricthellraiser,selected_two_stage_av,low,-2.0,1,0.0
stricthellraiser,selected_two_stage_av,pooled,-4.34,50,0.32
selected_two_stage_av,rankthetank,suit,10.46,50,0.9
selected_two_stage_av,rankthetank,pooled,10.46,50,0.9
rankthetank,selected_two_stage_av,suit,-11.48,50,0.06
rankthetank,selected_two_stage_av,pooled,-11.48,50,0.06
selected_two_stage_av,anchor_hybrid_r0_full,suit,-1.6667,30,0.2333
selected_two_stage_av,anchor_hybrid_r0_full,high,-2.1429,14,0.3571
selected_two_stage_av,anchor_hybrid_r0_full,low,-2.5,6,0.1667
selected_two_stage_av,anchor_hybrid_r0_full,pooled,-1.9,50,0.26
anchor_hybrid_r0_full,selected_two_stage_av,suit,-0.7778,36,0.4167
anchor_hybrid_r0_full,selected_two_stage_av,high,-2.6667,6,0.1667
anchor_hybrid_r0_full,selected_two_stage_av,low,0.5,8,0.5
anchor_hybrid_r0_full,selected_two_stage_av,pooled,-0.8,50,0.4
gbt_av,gbt_av,suit,-4.4667,15,0.2
gbt_av,gbt_av,high,1.6,15,0.5333
gbt_av,gbt_av,low,1.75,20,0.55
gbt_av,gbt_av,pooled,-0.16,50,0.44
gbt_av,constrained_ols_av,suit,-4.3,20,0.35
gbt_av,constrained_ols_av,high,-8.0,12,0.25
gbt_av,constrained_ols_av,low,-2.6667,18,0.5556
gbt_av,constrained_ols_av,pooled,-4.6,50,0.4
constrained_ols_av,gbt_av,suit,1.45,20,0.5
constrained_ols_av,gbt_av,high,5.0,14,0.5714
constrained_ols_av,gbt_av,low,5.8125,16,0.625
constrained_ols_av,gbt_av,pooled,3.84,50,0.56
gbt_av,selected_ols_av,suit,-3.6316,19,0.3684
gbt_av,selected_ols_av,high,-7.4286,14,0.2857
gbt_av,selected_ols_av,low,-1.5882,17,0.5882
gbt_av,selected_ols_av,pooled,-4.0,50,0.42
selected_ols_av,gbt_av,suit,1.0,17,0.3529
selected_ols_av,gbt_av,high,4.0,16,0.625
selected_ols_av,gbt_av,low,5.2941,17,0.6471
selected_ols_av,gbt_av,pooled,3.42,50,0.54
gbt_av,full_ols_av,suit,-4.0,15,0.4
gbt_av,full_ols_av,high,-5.5714,14,0.2857
gbt_av,full_ols_av,low,-2.9048,21,0.4762
gbt_av,full_ols_av,pooled,-3.98,50,0.4
full_ols_av,gbt_av,suit,-0.4706,17,0.3529
full_ols_av,gbt_av,high,2.1111,18,0.5
full_ols_av,gbt_av,low,5.4,15,0.6667
full_ols_av,gbt_av,pooled,2.22,50,0.5
gbt_av,stricthellraiser,suit,4.475,40,0.6
gbt_av,stricthellraiser,high,-12.5,4,0.0
gbt_av,stricthellraiser,low,-0.3333,6,0.6667
gbt_av,stricthellraiser,pooled,2.54,50,0.56
stricthellraiser,gbt_av,suit,-8.7442,43,0.2326
stricthellraiser,gbt_av,high,-4.0,3,0.0
stricthellraiser,gbt_av,low,8.75,4,0.75
stricthellraiser,gbt_av,pooled,-7.06,50,0.26
gbt_av,rankthetank,suit,9.8125,48,0.875
gbt_av,rankthetank,high,-15.0,1,0.0
gbt_av,rankthetank,low,-16.0,1,0.0
gbt_av,rankthetank,pooled,8.8,50,0.84
rankthetank,gbt_av,suit,-11.3556,45,0.0667
rankthetank,gbt_av,high,11.6667,3,1.0
rankthetank,gbt_av,low,13.5,2,1.0
rankthetank,gbt_av,pooled,-8.98,50,0.16
gbt_av,anchor_hybrid_r0_full,suit,-3.7826,23,0.3043
gbt_av,anchor_hybrid_r0_full,high,-7.8571,14,0.2143
gbt_av,anchor_hybrid_r0_full,low,-5.8462,13,0.3077
gbt_av,anchor_hybrid_r0_full,pooled,-5.46,50,0.28
anchor_hybrid_r0_full,gbt_av,suit,0.5,22,0.5
anchor_hybrid_r0_full,gbt_av,high,4.0667,15,0.5333
anchor_hybrid_r0_full,gbt_av,low,7.0,13,0.7692
anchor_hybrid_r0_full,gbt_av,pooled,3.26,50,0.58
constrained_ols_av,constrained_ols_av,suit,-0.4651,43,0.4419
constrained_ols_av,constrained_ols_av,high,-0.5,4,0.5
constrained_ols_av,constrained_ols_av,low,0.6667,3,0.3333
constrained_ols_av,constrained_ols_av,pooled,-0.4,50,0.44
constrained_ols_av,selected_ols_av,suit,0.2188,32,0.4688
constrained_ols_av,selected_ols_av,high,-1.6,10,0.3
constrained_ols_av,selected_ols_av,low,0.25,8,0.375
constrained_ols_av,selected_ols_av,pooled,-0.14,50,0.42
selected_ols_av,constrained_ols_av,suit,-1.5333,30,0.4
selected_ols_av,constrained_ols_av,high,0.7273,11,0.5455
selected_ols_av,constrained_ols_av,low,1.1111,9,0.4444
selected_ols_av,constrained_ols_av,pooled,-0.56,50,0.44
constrained_ols_av,full_ols_av,suit,0.5,24,0.5
constrained_ols_av,full_ols_av,high,-1.3846,13,0.3077
constrained_ols_av,full_ols_av,low,0.6154,13,0.4615
constrained_ols_av,full_ols_av,pooled,0.04,50,0.44
full_ols_av,constrained_ols_av,suit,-2.0,33,0.3333
full_ols_av,constrained_ols_av,high,-2.1667,12,0.4167
full_ols_av,constrained_ols_av,low,3.6,5,0.6
full_ols_av,constrained_ols_av,pooled,-1.48,50,0.38
constrained_ols_av,stricthellraiser,suit,0.34,50,0.34
constrained_ols_av,stricthellraiser,pooled,0.34,50,0.34
stricthellraiser,constrained_ols_av,suit,-3.42,50,0.34
stricthellraiser,constrained_ols_av,pooled,-3.42,50,0.34
constrained_ols_av,rankthetank,suit,10.46,50,0.9
constrained_ols_av,rankthetank,pooled,10.46,50,0.9
rankthetank,constrained_ols_av,suit,-11.48,50,0.06
rankthetank,constrained_ols_av,pooled,-11.48,50,0.06
constrained_ols_av,anchor_hybrid_r0_full,suit,-1.2051,39,0.2821
constrained_ols_av,anchor_hybrid_r0_full,high,-4.4,5,0.2
constrained_ols_av,anchor_hybrid_r0_full,low,-0.6667,6,0.1667
constrained_ols_av,anchor_hybrid_r0_full,pooled,-1.46,50,0.26
anchor_hybrid_r0_full,constrained_ols_av,suit,-1.15,40,0.45
anchor_hybrid_r0_full,constrained_ols_av,high,0.0,2,0.5
anchor_hybrid_r0_full,constrained_ols_av,low,1.0,8,0.625
anchor_hybrid_r0_full,constrained_ols_av,pooled,-0.76,50,0.48
selected_ols_av,selected_ols_av,suit,-1.1053,19,0.4211
selected_ols_av,selected_ols_av,high,-0.7222,18,0.3889
selected_ols_av,selected_ols_av,low,0.6154,13,0.3846
selected_ols_av,selected_ols_av,pooled,-0.52,50,0.4
selected_ols_av,full_ols_av,suit,-2.0,14,0.3571
selected_ols_av,full_ols_av,high,-0.125,16,0.4375
selected_ols_av,full_ols_av,low,1.1,20,0.5
selected_ols_av,full_ols_av,pooled,-0.16,50,0.44
full_ols_av,selected_ols_av,suit,-2.0476,21,0.3333
full_ols_av,selected_ols_av,high,-2.8824,17,0.3529
full_ols_av,selected_ols_av,low,2.0,12,0.5833
full_ols_av,selected_ols_av,pooled,-1.36,50,0.4
selected_ols_av,stricthellraiser,suit,-1.1778,45,0.2667
selected_ols_av,stricthellraiser,high,1.25,4,0.75
selected_ols_av,stricthellraiser,low,6.0,1,1.0
selected_ols_av,stricthellraiser,pooled,-0.84,50,0.32
stricthellraiser,selected_ols_av,suit,-3.3191,47,0.3617
stricthellraiser,selected_ols_av,high,3.5,2,0.5
stricthellraiser,selected_ols_av,low,-2.0,1,0.0
stricthellraiser,selected_ols_av,pooled,-3.02,50,0.36
selected_ols_av,rankthetank,suit,10.46,50,0.9
selected_ols_av,rankthetank,pooled,10.46,50,0.9
rankthetank,selected_ols_av,suit,-11.48,50,0.06
rankthetank,selected_ols_av,pooled,-11.48,50,0.06
selected_ols_av,anchor_hybrid_r0_full,suit,-1.6452,31,0.2258
selected_ols_av,anchor_hybrid_r0_full,high,-2.2727,11,0.2727
selected_ols_av,anchor_hybrid_r0_full,low,-1.375,8,0.25
selected_ols_av,anchor_hybrid_r0_full,pooled,-1.74,50,0.24
anchor_hybrid_r0_full,selected_ols_av,suit,-1.3333,33,0.4545
anchor_hybrid_r0_full,selected_ols_av,high,-2.0,6,0.1667
anchor_hybrid_r0_full,selected_ols_av,low,1.3636,11,0.5455
anchor_hybrid_r0_full,selected_ols_av,pooled,-0.82,50,0.44
full_ols_av,full_ols_av,suit,-1.5,16,0.375
full_ols_av,full_ols_av,high,-2.2778,18,0.3333
full_ols_av,full_ols_av,low,1.625,16,0.5625
full_ols_av,full_ols_av,pooled,-0.78,50,0.42
full_ols_av,stricthellraiser,suit,-1.0256,39,0.2821
full_ols_av,stricthellraiser,high,-3.1111,9,0.5556
full_ols_av,stricthellraiser,low,-2.5,2,0.5
full_ols_av,stricthellraiser,pooled,-1.46,50,0.34
stricthellraiser,full_ols_av,suit,-2.7727,44,0.3636
stricthellraiser,full_ols_av,high,3.5,2,0.5
stricthellraiser,full_ols_av,low,4.75,4,0.5
stricthellraiser,full_ols_av,pooled,-1.92,50,0.38
full_ols_av,rankthetank,suit,10.46,50,0.9
full_ols_av,rankthetank,pooled,10.46,50,0.9
rankthetank,full_ols_av,suit,-11.4898,49,0.0612
rankthetank,full_ols_av,high,11.0,1,1.0
