model_a,model_b,facet,net_eppd_delta,ci_low,ci_high,win_rate_a,deals_total
full_ols_av,stricthellraiser,high,6.8,4.39,8.8,1.0,5
full_ols_av,stricthellraiser,low,5.3333,3.8333,6.8333,1.0,12
full_ols_av,stricthellraiser,bid_type:regular,1.2888,1.0584,1.5228,0.364,2500
stricthellraiser,full_ols_av,pooled,-1.6068,-1.8412,-1.3692,0.3988,2500
stricthellraiser,full_ols_av,suit,-1.5927,-1.8276,-1.3594,0.4013,2482
stricthellraiser,full_ols_av,high,-1.2,-5.6,5.6,0.2,5
stricthellraiser,full_ols_av,low,-4.4615,-6.1538,-2.9231,0.0,13
stricthellraiser,full_ols_av,bid_type:regular,-1.6068,-1.8412,-1.3692,0.3988,2500
full_ols_av,rankthetank,pooled,10.4836,10.2476,10.712,0.8996,2500
full_ols_av,rankthetank,suit,10.4836,10.2476,10.712,0.8996,2500
full_ols_av,rankthetank,bid_type:regular,10.4836,10.2476,10.712,0.8996,2500
rankthetank,full_ols_av,pooled,-10.52,-10.7516,-10.2816,0.1024,2500
rankthetank,full_ols_av,suit,-10.52,-10.7516,-10.2816,0.1024,2500
rankthetank,full_ols_av,bid_type:regular,-10.52,-10.7516,-10.2816,0.1024,2500
full_ols_av,anchor_hybrid_r0_full,pooled,0.0056,-0.1908,0.212,0.3748,2500
full_ols_av,anchor_hybrid_r0_full,suit,-0.0529,-0.2802,0.1759,0.3706,1870
full_ols_av,anchor_hybrid_r0_full,high,0.443,-0.3334,1.2368,0.4123,228
full_ols_av,anchor_hybrid_r0_full,low,0.0299,-0.5025,0.5622,0.3731,402
full_ols_av,anchor_hybrid_r0_full,bid_type:regular,0.0056,-0.1908,0.212,0.3748,2500
anchor_hybrid_r0_full,full_ols_av,pooled,-0.284,-0.4856,-0.0772,0.4668,2500
anchor_hybrid_r0_full,full_ols_av,suit,-0.1982,-0.4322,0.0305,0.4778,1867
anchor_hybrid_r0_full,full_ols_av,high,-0.2638,-0.9746,0.4298,0.4596,235
anchor_hybrid_r0_full,full_ols_av,low,-0.6985,-1.2236,-0.1709,0.4196,398
anchor_hybrid_r0_full,full_ols_av,bid_type:regular,-0.284,-0.4856,-0.0772,0.4668,2500
stricthellraiser,stricthellraiser,pooled,-0.2352,-0.6036,0.1284,0.4912,2500
stricthellraiser,stricthellraiser,suit,-0.2352,-0.6036,0.1284,0.4912,2500
stricthellraiser,stricthellraiser,bid_type:regular,-0.2352,-0.6036,0.1284,0.4912,2500
stricthellraiser,rankthetank,pooled,-12.3992,-12.6684,-12.126,0.0768,2500
stricthellraiser,rankthetank,suit,-12.3992,-12.6684,-12.126,0.0768,2500
stricthellraiser,rankthetank,bid_type:regular,-12.3992,-12.6684,-12.126,0.0768,2500
rankthetank,stricthellraiser,pooled,12.092,11.8064,12.3776,0.9148,2500
rankthetank,stricthellraiser,suit,12.092,11.8064,12.3776,0.9148,2500
rankthetank,stricthellraiser,bid_type:regular,12.092,11.8064,12.3776,0.9148,2500
stricthellraiser,anchor_hybrid_r0_full,pooled,-4.5468,-4.8464,-4.2556,0.308,2500
stricthellraiser,anchor_hybrid_r0_full,suit,-4.623,-4.9183,-4.3199,0.3096,2448
stricthellraiser,anchor_hybrid_r0_full,high,-1.1818,-3.5909,1.5909,0.1818,22
stricthellraiser,anchor_hybrid_r0_full,low,-0.8,-3.4667,2.1,0.2667,30
stricthellraiser,anchor_hybrid_r0_full,bid_type:regular,-4.5468,-4.8464,-4.2556,0.308,2500
anchor_hybrid_r0_full,stricthellraiser,pooled,3.914,3.6212,4.208,0.546,2500
anchor_hybrid_r0_full,stricthellraiser,suit,3.9522,3.654,4.2553,0.5413,2448
anchor_hybrid_r0_full,stricthellraiser,high,2.125,-0.625,4.6667,0.75,24
anchor_hybrid_r0_full,stricthellraiser,low,2.1071,0.0714,3.7857,0.7857,28
anchor_hybrid_r0_full,stricthellraiser,bid_type:regular,3.914,3.6212,4.208,0.546,2500
rankthetank,rankthetank,pooled,0.4572,-0.0144,0.918,0.5192,2500
rankthetank,rankthetank,suit,0.4572,-0.0144,0.918,0.5192,2500
rankthetank,rankthetank,bid_type:regular,0.4572,-0.0144,0.918,0.5192,2500
rankthetank,anchor_hybrid_r0_full,pooled,-10.4936,-10.7268,-10.2544,0.1024,2500
rankthetank,anchor_hybrid_r0_full,suit,-10.4962,-10.7263,-10.2565,0.1024,2499
rankthetank,anchor_hybrid_r0_full,high,-4.0,-4.0,-4.0,0.0,1
rankthetank,anchor_hybrid_r0_full,bid_type:regular,-10.4936,-10.7268,-10.2544,0.1024,2500
anchor_hybrid_r0_full,rankthetank,pooled,10.4624,10.2252,10.6928,0.8992,2500
anchor_hybrid_r0_full,rankthetank,suit,10.4624,10.2252,10.6928,0.8992,2500
anchor_hybrid_r0_full,rankthetank,bid_type:regular,10.4624,10.2252,10.6928,0.8992,2500
anchor_hybrid_r0_full,anchor_hybrid_r0_full,pooled,-0.2452,-0.454,-0.0252,0.3652,2500
anchor_hybrid_r0_full,anchor_hybrid_r0_full,suit,-0.2403,-0.5244,0.0426,0.4412,1598
anchor_hybrid_r0_full,anchor_hybrid_r0_full,high,-0.5468,-1.4532,0.3892,0.4138,203
anchor_hybrid_r0_full,anchor_hybrid_r0_full,low,-0.4245,-1.2122,0.3669,0.446,278
anchor_hybrid_r0_full,anchor_hybrid_r0_full,bid_type:regular,-0.2949,-0.5536,-0.037,0.4392,2079
